POST|201|2021-11-07T16:18:54.383240900|257
POST|201|2021-11-07T16:18:54.383240900|257
POST|201|2021-11-07T16:18:54.383240900|259
POST|201|2021-11-07T16:18:54.383240900|259
POST|201|2021-11-07T16:18:54.383240900|260
POST|201|2021-11-07T16:18:54.383240900|265
POST|201|2021-11-07T16:18:54.383240900|265
POST|201|2021-11-07T16:18:54.383240900|267
POST|201|2021-11-07T16:18:54.641505800|155
POST|201|2021-11-07T16:18:54.649945200|146
POST|201|2021-11-07T16:18:54.651700300|145
POST|201|2021-11-07T16:18:54.641505800|166
POST|201|2021-11-07T16:18:54.649945200|172
POST|201|2021-11-07T16:18:54.642369100|181
POST|201|2021-11-07T16:18:54.645243200|181
POST|201|2021-11-07T16:18:54.644238800|186
POST|201|2021-11-07T16:18:54.796944700|137
POST|201|2021-11-07T16:18:54.796944700|148
POST|201|2021-11-07T16:18:54.796944700|155
POST|201|2021-11-07T16:18:54.822474900|144
POST|201|2021-11-07T16:18:54.808238500|160
POST|201|2021-11-07T16:18:54.830239|139
POST|201|2021-11-07T16:18:54.827238600|143
POST|201|2021-11-07T16:18:54.825284500|156
POST|201|2021-11-07T16:18:54.945603700|127
POST|201|2021-11-07T16:18:54.951950500|133
POST|201|2021-11-07T16:18:54.969601200|149
POST|201|2021-11-07T16:18:54.967249700|156
POST|201|2021-11-07T16:18:54.970623200|154
POST|201|2021-11-07T16:18:54.971600300|156
POST|201|2021-11-07T16:18:54.981618800|151
POST|201|2021-11-07T16:18:54.934599500|244
POST|201|2021-11-07T16:18:55.085533|120
POST|201|2021-11-07T16:18:55.072866100|147
POST|201|2021-11-07T16:18:55.125683800|145
POST|201|2021-11-07T16:18:55.127865900|152
POST|201|2021-11-07T16:18:55.118860700|170
POST|201|2021-11-07T16:18:55.123778600|165
POST|201|2021-11-07T16:18:55.133227300|157
POST|201|2021-11-07T16:18:55.179131300|111
POST|201|2021-11-07T16:18:55.206860500|138
POST|201|2021-11-07T16:18:55.220859400|129
POST|201|2021-11-07T16:18:55.270858300|118
POST|201|2021-11-07T16:18:55.280858900|135
POST|201|2021-11-07T16:18:55.290861100|135
POST|201|2021-11-07T16:18:55.290861100|135
POST|201|2021-11-07T16:18:55.289357100|151
POST|201|2021-11-07T16:18:55.289357100|164
POST|201|2021-11-07T16:18:55.346908400|121
POST|201|2021-11-07T16:18:55.350859100|137
POST|201|2021-11-07T16:18:55.389425200|123
POST|201|2021-11-07T16:18:55.426750500|137
POST|201|2021-11-07T16:18:55.440607500|125
POST|201|2021-11-07T16:18:55.416788800|153
POST|201|2021-11-07T16:18:55.426750500|150
POST|201|2021-11-07T16:18:55.453618100|129
POST|201|2021-11-07T16:18:55.468053600|120
POST|201|2021-11-07T16:18:55.512768200|124
POST|201|2021-11-07T16:18:55.570112200|134
POST|201|2021-11-07T16:18:55.578112600|130
POST|201|2021-11-07T16:18:55.565765200|148
POST|201|2021-11-07T16:18:55.583112400|134
POST|201|2021-11-07T16:18:55.488574200|236
POST|201|2021-11-07T16:18:55.564593600|162
POST|201|2021-11-07T16:18:55.588113200|144
POST|201|2021-11-07T16:18:55.637113500|139
POST|201|2021-11-07T16:18:55.704425400|119
POST|201|2021-11-07T16:18:55.708489700|118
POST|201|2021-11-07T16:18:55.732393700|121
POST|201|2021-11-07T16:18:55.725114600|128
POST|201|2021-11-07T16:18:55.714114800|145
POST|201|2021-11-07T16:18:55.727314500|135
POST|201|2021-11-07T16:18:55.717113500|145
POST|201|2021-11-07T16:18:55.776204600|149
POST|201|2021-11-07T16:18:55.827884500|134
POST|201|2021-11-07T16:18:55.824052500|142
POST|201|2021-11-07T16:18:55.853920900|136
POST|201|2021-11-07T16:18:55.853920900|138
POST|201|2021-11-07T16:18:55.863919200|138
POST|201|2021-11-07T16:18:55.860885300|141
POST|201|2021-11-07T16:18:55.863919200|138
POST|201|2021-11-07T16:18:55.925918400|164
POST|201|2021-11-07T16:18:55.966425500|135
POST|201|2021-11-07T16:18:55.962345400|142
POST|201|2021-11-07T16:18:55.990367|145
POST|201|2021-11-07T16:18:56.003331|135
POST|201|2021-11-07T16:18:55.992331400|149
POST|201|2021-11-07T16:18:56.003331|146
